PSR Number,Description,Status,Date Originated,Final Complete Date,Product Line(s),Complaint Details.Adverse Event Suspected?,Complaint Details.Facility Country,Complaint Details.Lot/Serial Number,Complaint Details.Complaint Received By,Complaint Details.Investigation Result Code (N/A to all QMS),Complaint Details.Customer Symptom Code
00000782,Description 782,Closed,11/09/2017 09:01:20 PM PST,11/20/2017 01:40:23 AM PST,Product 89,No,Germany,N/A,Name 782,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000783,Description 783,Closed,11/09/2017 09:01:20 PM PST,11/20/2017 01:40:44 AM PST,Product 90,No,Germany,N/A,Name 783,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000784,Description 784,Closed,11/09/2017 09:01:21 PM PST,11/20/2017 01:41:02 AM PST,Product 91,No,Germany,N/A,Name 784,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000785,Description 785,Review,11/09/2017 09:01:21 PM PST,,Product 92,No,Germany,376151,Name 785,,
00000786,Description 786,Closed,11/09/2017 09:01:22 PM PST,11/20/2017 01:41:20 AM PST,Product 93,No,Germany,N/A,Name 786,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000787,Description 787,Closed,11/09/2017 09:01:22 PM PST,11/20/2017 01:41:38 AM PST,Product 94,No,Germany,N/A,Name 787,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000788,Description 788,Review,11/10/2017 09:00:51 PM PST,,Product 95,No,Germany,345173,Name 788,,Cable issue
00000789,Description 789,Review,11/10/2017 09:00:52 PM PST,,Product 96,No,Germany,364348,Name 789,,
00000790,Description 790,Review,11/10/2017 09:00:52 PM PST,,Product 97,No,Germany,395805,Name 790,,
00000791,Description 791,Review,11/10/2017 09:00:53 PM PST,,Product 98,No,Germany,72295,Name 791,,Cable issue
00000792,Description 792,Closed,11/10/2017 09:00:54 PM PST,11/20/2017 01:41:54 AM PST,Product 99,No,Germany,N/A,Name 792,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000793,Description 793,Closed,11/13/2017 09:00:43 PM PST,11/26/2017 11:36:55 PM PST,Product 1,No,Germany,N/A,Name 793,"N/A, Complaint Closed Prior To This Field Implementation",Microphone
00000794,Description 794,Closed,11/13/2017 09:00:44 PM PST,11/26/2017 11:42:09 PM PST,Product 2,No,Germany,N/A,Name 794,"N/A, Complaint Closed Prior To This Field Implementation",Correction/replacement program
00000795,Description 795,Closed,11/10/2017 09:00:54 PM PST,12/01/2017 04:53:30 AM PST,Product 3,No,Germany,N/A,Name 795,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000796,Description 796,Closed,11/10/2017 09:00:55 PM PST,11/20/2017 01:42:16 AM PST,Product 4,No,Germany,N/A,Name 796,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000797,Description 797,Closed,11/10/2017 09:00:55 PM PST,11/20/2017 01:42:38 AM PST,Product 5,No,Germany,N/A,Name 797,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000798,Description 798,Review,11/10/2017 09:00:56 PM PST,,Product 6,No,Germany,963791,Name 798,,Probe
00000799,Description 799,Closed,11/10/2017 09:00:56 PM PST,11/20/2017 01:42:56 AM PST,Product 7,No,Germany,N/A,Name 799,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000800,Description 800,Review,11/10/2017 09:00:57 PM PST,,Product 8,No,Germany,416390,Name 800,,
00000801,Description 801,Closed,11/10/2017 09:00:57 PM PST,11/20/2017 01:43:16 AM PST,Product 9,No,Germany,N/A,Name 801,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000802,Description 802,Closed,11/10/2017 09:00:58 PM PST,11/20/2017 01:43:36 AM PST,Product 10,No,Germany,N/A,Name 802,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000803,Description 803,Closed,11/10/2017 09:00:59 PM PST,11/27/2017 01:36:35 AM PST,Product 11,No,Germany,247302,Name 803,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000804,Description 804,Closed,11/10/2017 09:00:59 PM PST,11/20/2017 01:43:57 AM PST,Product 12,No,Germany,N/A,Name 804,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000805,Description 805,Closed,11/10/2017 09:01:00 PM PST,11/20/2017 01:44:17 AM PST,Product 13,No,Germany,N/A,Name 805,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000806,Description 806,Closed,11/10/2017 09:01:00 PM PST,11/20/2017 01:44:37 AM PST,Product 14,No,Germany,N/A,Name 806,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000807,Description 807,Review,11/09/2017 09:01:26 PM PST,,Product 15,No,United Kingdom,3298,Name 807,,Communication to System Issue
00000808,Description 808,Review,11/09/2017 09:01:27 PM PST,,Product 16,No,Ireland,948618,Name 808,,Probe
00000809,Description 809,Submitted,11/09/2017 09:01:59 PM PST,,Product 17,No,United Kingdom,273000,Name 809,,Camera
00000810,Description 810,Review,11/10/2017 09:01:03 PM PST,,Product 18,No,Germany,6317,Name 810,,
00000811,Description 811,Review,11/10/2017 09:01:03 PM PST,,Product 19,No,Germany,326289,Name 811,,PSU/Charger
00000812,Description 812,Closed,11/10/2017 09:01:04 PM PST,11/20/2017 01:44:58 AM PST,Product 20,No,Germany,701607/WBAQ,Name 812,"N/A, Complaint Closed Prior To This Field Implementation",Request for upgrade
00000813,Description 813,Review,11/10/2017 09:01:04 PM PST,,Product 21,No,Germany,408387,Name 813,,
00000814,Description 814,Review,11/10/2017 09:01:05 PM PST,,Product 22,No,Germany,151343,Name 814,,
00000815,Description 815,Closed,11/10/2017 09:01:05 PM PST,11/20/2017 01:45:44 AM PST,Product 23,No,Germany,437049,Name 815,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000816,Description 816,Review,11/13/2017 09:00:44 PM PST,,Product 24,No,Germany,237922,Name 816,,
00000817,Description 817,Review,11/13/2017 09:00:45 PM PST,,Product 25,No,Germany,959793,Name 817,,Headset
00000818,Description 818,Review,11/13/2017 09:00:45 PM PST,,Product 26,No,Germany,974642,Name 818,,Headset
00000819,Description 819,Review,11/13/2017 09:00:45 PM PST,,Product 27,No,Germany,245369,Name 819,,Microphone
00000820,Description 820,Review,11/13/2017 09:00:46 PM PST,,Product 28,No,Germany,701679,Name 820,,Headset
00000821,Description 821,Review,11/13/2017 09:00:46 PM PST,,Product 29,No,Germany,306353,Name 821,,Cable issue
00000822,Description 822,Review,11/13/2017 09:00:47 PM PST,,Product 30,No,Germany,961929,Name 822,,Headset
00000823,Description 823,Closed,11/10/2017 09:01:07 PM PST,11/20/2017 01:46:02 AM PST,Product 31,No,United Kingdom,287457,Name 823,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000824,Description 824,Closed,11/10/2017 09:01:07 PM PST,11/20/2017 01:47:11 AM PST,Product 32,No,United Kingdom,287459,Name 824,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000825,Description 825,Review,11/10/2017 09:01:08 PM PST,,Product 33,No,United Kingdom,187752,Name 825,,Probe
00000826,Description 826,Canceled,11/10/2017 09:01:08 PM PST,,Product 34,No,Malaysia,N/A,Name 826,,
00000827,Description 827,Canceled,11/10/2017 09:01:09 PM PST,,Product 35,No,United Kingdom,N/A,Name 827,,
00000828,Description 828,Review,11/10/2017 09:01:10 PM PST,,Product 36,No,Spain,135508,Name 828,,
00000829,Description 829,Submitted,11/10/2017 09:01:12 PM PST,,Product 37,No,Germany,3321274,Name 829,,Other
00000830,Description 830,Closed,11/10/2017 09:01:12 PM PST,11/23/2017 04:56:22 AM PST,Product 38,No,Spain,143224,Name 830,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000831,Description 831,Submitted,11/10/2017 09:01:14 PM PST,,Product 39,No,Germany,N/A,Name 831,,Other
00000832,Description 832,Review,11/10/2017 09:01:14 PM PST,,Product 40,No,United Kingdom,184748,Name 832,,Probe
00000833,Description 833,Review,11/10/2017 09:01:15 PM PST,,Product 41,No,United Kingdom,997366,Name 833,,Headset
00000834,Description 834,Review,11/10/2017 09:01:16 PM PST,,Product 42,No,United Kingdom,161053,Name 834,,Firmware/Software
00000835,Description 835,Closed,11/10/2017 09:01:18 PM PST,11/20/2017 01:47:33 AM PST,Product 43,No,France,N/A,Name 835,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000836,Description 836,Closed,11/10/2017 09:01:19 PM PST,11/30/2017 11:09:12 PM PST,Product 44,No,Italy,N/A,Name 836,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000837,Description 837,Submitted,11/10/2017 09:01:21 PM PST,,Product 45,No,Belgium,N/A,Name 837,,Probe
00000838,Description 838,Review,11/10/2017 09:01:22 PM PST,,Product 46,No,Belgium,EP-TE29012,Name 838,,Calibration Error
00000839,Description 839,Submitted,11/10/2017 09:01:25 PM PST,,Product 47,No,Germany,431439,Name 839,,
00000840,Description 840,Closed,11/10/2017 09:01:28 PM PST,06/25/2018 05:36:50 AM PDT,Product 48,No,Germany,113407,Name 840,N/A,Other
00000841,Description 841,Closed,11/10/2017 09:01:31 PM PST,11/30/2017 11:14:40 PM PST,Product 49,No,Germany,N/A,Name 841,"N/A, Complaint Closed Prior To This Field Implementation",Probe
00000842,Description 842,Closed,11/10/2017 09:01:31 PM PST,11/30/2017 11:31:13 PM PST,Product 50,No,Germany,N/A,Name 842,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000843,Description 843,Closed,11/10/2017 09:01:32 PM PST,11/30/2017 11:34:52 PM PST,Product 51,No,Germany,703379,Name 843,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000844,Description 844,Closed,11/13/2017 09:00:47 PM PST,11/20/2017 01:47:53 AM PST,Product 52,No,Germany,304099,Name 844,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000845,Description 845,Review,11/14/2017 09:00:45 PM PST,,Product 53,No,Germany,910B-1656,Name 845,,
00000846,Description 846,Review,11/14/2017 09:00:46 PM PST,,Product 54,No,Germany,148227,Name 846,,Headset
00000847,Description 847,Closed,11/14/2017 09:00:46 PM PST,11/30/2017 11:41:12 PM PST,Product 55,No,Germany,N/A,Name 847,"N/A, Complaint Closed Prior To This Field Implementation",Communication to System Issue
00000848,Description 848,Review,11/14/2017 09:00:47 PM PST,,Product 56,No,Germany,674047,Name 848,,
00000849,Description 849,Review,11/14/2017 09:00:47 PM PST,,Product 57,No,Germany,357256,Name 849,,Probe
00000850,Description 850,Closed,11/13/2017 09:00:48 PM PST,12/12/2017 07:18:32 AM PST,Product 58,No,Japan,N/A,Name 850,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000851,Description 851,Review,11/13/2017 09:00:48 PM PST,,Product 59,No,USA,291542,Name 851,,
00000852,Description 852,Review,11/13/2017 09:00:49 PM PST,,Product 60,No,Australia,ECC34464,Name 852,,Probe
00000853,Description 853,Submitted,11/13/2017 09:00:51 PM PST,,Product 61,No,United Kingdom,421683-422737,Name 853,,
00000854,Description 854,Review,11/13/2017 09:00:54 PM PST,,Product 62,No,Belgium,3974,Name 854,,Probe
00000855,Description 855,Review,11/13/2017 09:00:57 PM PST,,Product 63,No,United Kingdom,184748,Name 855,,Probe
00000856,Description 856,Closed,11/13/2017 09:01:00 PM PST,12/17/2017 11:04:52 PM PST,Product 64,No,Germany,N/A,Name 856,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000857,Description 857,Closed,11/13/2017 09:01:03 PM PST,11/20/2017 01:48:16 AM PST,Product 65,No,Spain,958629,Name 857,"N/A, Complaint Closed Prior To This Field Implementation",Calibration/Adjustment
00000858,Description 858,Closed,11/13/2017 09:01:03 PM PST,11/20/2017 01:48:37 AM PST,Product 66,No,Italy,N/A,Name 858,"N/A, Complaint Closed Prior To This Field Implementation",Parts Order
00000859,Description 859,Review,11/13/2017 09:01:04 PM PST,,Product 67,No,Italy,N/A,Name 859,,Missing Material/Component
00000860,Description 860,Closed,11/14/2017 09:00:48 PM PST,12/17/2017 11:27:29 PM PST,Product 68,No,Germany,191334,Name 860,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000861,Description 861,Review,11/14/2017 09:00:49 PM PST,,Product 69,No,Germany,704573,Name 861,,Microphone
00000862,Description 862,Closed,11/14/2017 09:00:50 PM PST,12/17/2017 11:29:33 PM PST,Product 70,No,Germany,702023,Name 862,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000863,Description 863,Review,11/14/2017 09:00:50 PM PST,,Product 71,No,Germany,310-16162,Name 863,,USB Stick Not Recognized
00000864,Description 864,Review,11/14/2017 09:00:51 PM PST,,Product 72,No,Germany,10210414,Name 864,,Headset
00000865,Description 865,Closed,11/14/2017 09:00:51 PM PST,06/25/2018 06:40:15 AM PDT,Product 73,No,Germany,N/A,Name 865,N/A,Other
00000866,Description 866,Closed,11/14/2017 09:00:52 PM PST,11/21/2017 04:32:50 AM PST,Product 74,No,Germany,N/A,Name 866,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000867,Description 867,Submitted,11/13/2017 09:01:06 PM PST,,Product 75,No,Kuwait,405651,Name 867,,Main/Digital Board
00000868,Description 868,Review,11/13/2017 09:01:06 PM PST,,Product 76,No,Kuwait,405650,Name 868,,Main/Digital Board
00000869,Description 869,Canceled,11/13/2017 09:01:07 PM PST,,Product 77,No,Germany,N/A,Name 869,,
00000870,Description 870,Submitted,11/13/2017 09:01:07 PM PST,,Product 78,No,France,N/A,Name 870,,Broken/Damaged Part
00000871,Description 871,Review,11/13/2017 09:01:09 PM PST,,Product 79,No,United Kingdom,1934,Name 871,,Cable issue
00000872,Description 872,Review,11/13/2017 09:01:17 PM PST,,Product 80,No,United Kingdom,945582,Name 872,,Headset
00000873,Description 873,Review,11/13/2017 09:01:32 PM PST,,Product 81,No,United Kingdom,961829,Name 873,,Request for upgrade
00000874,Description 874,Review,11/14/2017 09:00:53 PM PST,,Product 82,No,Germany,189871,Name 874,,Probe
00000875,Description 875,Review,11/15/2017 09:00:50 PM PST,,Product 83,No,Germany,353755,Name 875,,Cable issue
00000876,Description 876,Review,11/15/2017 09:00:51 PM PST,,Product 84,No,Germany,706323,Name 876,,Headset
00000877,Description 877,Review,11/15/2017 09:00:51 PM PST,,Product 85,No,Germany,700199,Name 877,,Headset
00000878,Description 878,Submitted,11/15/2017 09:00:52 PM PST,,Product 86,No,Germany,705065,Name 878,,
00000879,Description 879,Review,11/15/2017 09:00:52 PM PST,,Product 87,No,Germany,979234,Name 879,,Headset
00000880,Description 880,Submitted,11/15/2017 09:00:53 PM PST,,Product 88,No,Germany,947146,Name 880,,
00000881,Description 881,Review,11/15/2017 09:00:53 PM PST,,Product 89,No,Germany,700968,Name 881,,Headset
00000882,Description 882,Closed,11/16/2017 09:00:46 PM PST,11/17/2017 12:55:54 AM PST,Product 90,No,Germany,407791,Name 882,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000883,Description 883,Closed,11/16/2017 09:00:47 PM PST,11/17/2017 12:56:27 AM PST,Product 91,No,Germany,702651,Name 883,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000884,Description 884,Closed,11/16/2017 09:00:47 PM PST,11/29/2017 12:15:31 AM PST,Product 92,No,Germany,129815,Name 884,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000885,Description 885,Closed,11/16/2017 09:00:48 PM PST,11/17/2017 12:57:11 AM PST,Product 93,No,Germany,411591,Name 885,"N/A, Complaint Closed Prior To This Field Implementation",Headset
00000886,Description 886,Review,11/13/2017 09:01:47 PM PST,,Product 94,No,Spain,206743,Name 886,,Power Issues
00000887,Description 887,Review,11/14/2017 09:00:54 PM PST,,Product 95,No,Korea,310644,Name 887,,Light does not hold position
00000888,Description 888,Submitted,11/14/2017 09:00:54 PM PST,,Product 96,No,Germany,148354,Name 888,,
00000889,Description 889,Review,11/14/2017 09:00:57 PM PST,,Product 97,No,Ireland,369423,Name 889,,Communication to System Issue
00000890,Description 890,Review,11/14/2017 09:00:58 PM PST,,Product 98,No,United Kingdom,222002,Name 890,,Microphone
00000891,Description 891,Submitted,11/14/2017 09:00:59 PM PST,,Product 99,No,Germany,211462,Name 891,,
00000892,Description 892,Review,11/14/2017 09:01:01 PM PST,,Product 1,No,Portugal,269779,Name 892,,
00000893,Description 893,Closed,11/14/2017 09:01:06 PM PST,11/20/2017 01:49:02 AM PST,Product 2,No,Germany,N/A,Name 893,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000894,Description 894,Closed,11/14/2017 09:01:06 PM PST,11/21/2017 01:57:38 AM PST,Product 3,No,Germany,N/A,Name 894,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000895,Description 895,Review,11/14/2017 09:01:13 PM PST,,Product 4,No,Germany,706290,Name 895,,Headset
00000896,Description 896,Closed,11/14/2017 09:01:13 PM PST,11/20/2017 01:49:23 AM PST,Product 5,No,Germany,N/A,Name 896,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000897,Description 897,Closed,11/14/2017 09:01:14 PM PST,11/21/2017 04:36:56 AM PST,Product 6,No,Germany,N/A,Name 897,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000898,Description 898,Closed,11/14/2017 09:01:14 PM PST,11/20/2017 01:51:36 AM PST,Product 7,No,Germany,N/A,Name 898,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000899,Description 899,Closed,11/14/2017 09:01:15 PM PST,11/20/2017 01:51:58 AM PST,Product 8,No,Germany,N/A,Name 899,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000900,Description 900,Closed,11/14/2017 09:01:15 PM PST,12/18/2017 07:01:49 AM PST,Product 9,No,Germany,N/A,Name 900,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000901,Description 901,Closed,11/14/2017 09:01:16 PM PST,11/20/2017 01:52:49 AM PST,Product 10,No,Germany,N/A,Name 901,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000902,Description 902,Closed,11/14/2017 09:01:16 PM PST,11/20/2017 01:53:18 AM PST,Product 11,No,Germany,N/A,Name 902,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000903,Description 903,Closed,11/14/2017 09:01:17 PM PST,11/20/2017 01:53:38 AM PST,Product 12,No,Germany,N/A,Name 903,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000904,Description 904,Closed,11/14/2017 09:01:19 PM PST,11/20/2017 01:54:04 AM PST,Product 13,No,Germany,N/A,Name 904,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000905,Description 905,Review,11/15/2017 09:00:55 PM PST,,Product 14,No,Italy,202222,Name 905,,Communication to System Issue
00000906,Description 906,Closed,11/14/2017 09:01:36 PM PST,12/18/2017 11:54:09 PM PST,Product 15,No,United Kingdom,N/A,Name 906,"N/A, Complaint Closed Prior To This Field Implementation",Other
00000907,Description 907,Closed,11/14/2017 09:01:51 PM PST,11/20/2017 01:54:34 AM PST,Product 16,No,Germany,242927,Name 907,"N/A, Complaint Closed Prior To This Field Implementation",Calibration
00000908,Description 908,Review,11/15/2017 09:00:59 PM PST,,Product 17,No,Italy,ZO001920,Name 908,,Probe
00000909,Description 909,Review,11/15/2017 09:01:04 PM PST,,Product 18,No,Germany,N/A,Name 909,,Probe
00000910,Description 910,Review,11/15/2017 09:01:05 PM PST,,Product 19,No,Italy,302973,Name 910,,PSU/Charger
